hud_area_code,hud_areaname,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4
NCNTY28013N28013,"Calhoun County, MS",629,633,815,1128,1296
NCNTY28015N28015,"Carroll County, MS",657,661,815,992,1108
NCNTY28017N28017,"Chickasaw County, MS",615,619,815,1110,1258
NCNTY28019N28019,"Choctaw County, MS",629,634,834,1015,1134
NCNTY28021N28021,"Claiborne County, MS",684,722,815,1020,1108
NCNTY28023N28023,"Clarke County, MS",688,725,819,997,1100
NCNTY28025N28025,"Clay County, MS",684,722,815,1128,1388
NCNTY28027N28027,"Coahoma County, MS",638,722,815,1105,1148
NCNTY28037N28037,"Franklin County, MS",684,722,815,1104,1108
NCNTY28039N28039,"George County, MS",641,645,815,1029,1388
NCNTY28041N28041,"Greene County, MS",615,619,815,992,1108
NCNTY28043N28043,"Grenada County, MS",615,619,815,1024,1113
NCNTY28053N28053,"Humphreys County, MS",684,722,815,1091,1095
NCNTY28055N28055,"Issaquena County, MS",644,648,853,1038,1159
NCNTY28057N28057,"Itawamba County, MS",683,687,821,1024,1103
NCNTY28061N28061,"Jasper County, MS",647,651,815,1060,1095
NCNTY28063N28063,"Jefferson County, MS",615,619,815,1104,1108
NCNTY28065N28065,"Jefferson Davis County, MS",647,651,815,1067,1108
NCNTY28067N28067,"Jones County, MS",685,689,871,1060,1170
NCNTY28069N28069,"Kemper County, MS",647,651,815,1104,1108
NCNTY28071N28071,"Lafayette County, MS",824,941,1165,1418,1565
NCNTY28075N28075,"Lauderdale County, MS",719,739,898,1160,1347
NCNTY28077N28077,"Lawrence County, MS",678,682,898,1093,1221
NCNTY28079N28079,"Leake County, MS",615,619,815,992,1133
NCNTY28081N28081,"Lee County, MS",748,753,923,1175,1395
NCNTY28083N28083,"Leflore County, MS",615,619,815,1025,1095
NCNTY28085N28085,"Lincoln County, MS",651,656,863,1075,1173
NCNTY28087N28087,"Lowndes County, MS",710,714,872,1180,1406
NCNTY28091N28091,"Marion County, MS",675,679,817,994,1098
NCNTY28095N28095,"Monroe County, MS",684,685,815,992,1219
NCNTY28097N28097,"Montgomery County, MS",684,720,815,1104,1108
NCNTY28099N28099,"Neshoba County, MS",684,722,815,992,1232
NCNTY28101N28101,"Newton County, MS",623,627,825,1004,1108
NCNTY28103N28103,"Noxubee County, MS",684,722,815,1015,1118
NCNTY28105N28105,"Oktibbeha County, MS",795,830,937,1207,1378
NCNTY28107N28107,"Panola County, MS",646,650,815,1074,1388
NCNTY28109N28109,"Pearl River County, MS",697,701,923,1249,1572
NCNTY28113N28113,"Pike County, MS",746,781,888,1088,1193
NCNTY28115N28115,"Pontotoc County, MS",591,739,835,1094,1335
NCNTY28117N28117,"Prentiss County, MS",585,703,815,1091,1095
NCNTY28119N28119,"Quitman County, MS",615,619,815,1004,1388
NCNTY28123N28123,"Scott County, MS",687,701,818,1032,1331
NCNTY28125N28125,"Sharkey County, MS",647,651,815,1104,1108
NCNTY28129N28129,"Smith County, MS",684,717,815,992,1108
NCNTY28133N28133,"Sunflower County, MS",545,619,815,992,1185
NCNTY28135N28135,"Tallahatchie County, MS",684,722,815,1064,1388
NCNTY28139N28139,"Tippah County, MS",647,651,815,1091,1095
NCNTY28141N28141,"Tishomingo County, MS",684,722,815,1104,1108
NCNTY28145N28145,"Union County, MS",706,722,815,1091,1095
NCNTY28147N28147,"Walthall County, MS",647,651,815,992,1095
NCNTY28149N28149,"Warren County, MS",656,660,869,1136,1480
NCNTY28151N28151,"Washington County, MS",610,682,815,1094,1241
NCNTY28153N28153,"Wayne County, MS",647,651,815,992,1108
NCNTY28155N28155,"Webster County, MS",647,651,815,1077,1279
NCNTY28157N28157,"Wilkinson County, MS",647,651,815,1104,1108
NCNTY28159N28159,"Winston County, MS",615,619,815,1079,1095
NCNTY28161N28161,"Yalobusha County, MS",615,619,815,1158,1388
NCNTY29001N29001,"Adair County, MO",526,597,786,1117,1339
NCNTY29005N29005,"Atchison County, MO",579,597,786,957,1056
NCNTY29007N29007,"Audrain County, MO",588,636,798,1043,1072
NCNTY29009N29009,"Barry County, MO",593,597,786,1117,1150
NCNTY29011N29011,"Barton County, MO",579,657,786,1049,1306
NCNTY29015N29015,"Benton County, MO",605,609,802,1064,1350
NCNTY29023N29023,"Butler County, MO",579,597,786,1068,1229
NCNTY29029N29029,"Camden County, MO",640,660,869,1191,1256
NCNTY29033N29033,"Carroll County, MO",579,597,786,1102,1220
NCNTY29035N29035,"Carter County, MO",579,597,786,992,1219
NCNTY29039N29039,"Cedar County, MO",579,659,786,1050,1219
NCNTY29041N29041,"Chariton County, MO",579,616,786,1094,1122
NCNTY29045N29045,"Clark County, MO",579,597,786,985,1219
NCNTY29055N29055,"Crawford County, MO",538,614,804,1074,1210
NCNTY29057N29057,"Dade County, MO",579,605,786,1089,1298
NCNTY29061N29061,"Daviess County, MO",579,597,786,1117,1239
NCNTY29065N29065,"Dent County, MO",579,597,786,1044,1122
NCNTY29067N29067,"Douglas County, MO",579,597,786,957,1339
NCNTY29069N29069,"Dunklin County, MO",579,597,786,1006,1070
NCNTY29073N29073,"Gasconade County, MO",591,610,803,977,1368
NCNTY29075N29075,"Gentry County, MO",579,597,786,1032,1236
NCNTY29079N29079,"Grundy County, MO",579,602,786,1037,1219
NCNTY29081N29081,"Harrison County, MO",579,633,786,957,1166
NCNTY29083N29083,"Henry County, MO",638,642,845,1150,1194
NCNTY29085N29085,"Hickory County, MO",526,597,786,985,1219
NCNTY29087N29087,"Holt County, MO",579,597,786,1051,1308
NCNTY29091N29091,"Howell County, MO",579,597,786,1052,1056
NCNTY29093N29093,"Iron County, MO",579,688,786,1025,1259
NCNTY29101N29101,"Johnson County, MO",635,695,833,1184,1419
NCNTY29103N29103,"Knox County, MO",596,615,810,986,1256
NCNTY29105N29105,"Laclede County, MO",579,597,786,1049,1339
NCNTY29109N29109,"Lawrence County, MO",625,629,786,1117,1261
NCNTY29111N29111,"Lewis County, MO",530,597,786,981,1219
NCNTY29115N29115,"Linn County, MO",579,597,786,957,1056
NCNTY29117N29117,"Livingston County, MO",623,643,846,1060,1136
NCNTY29119N29119,"McDonald County, MO",654,658,786,1040,1318
NCNTY29121N29121,"Macon County, MO",526,597,786,1112,1116
NCNTY29123N29123,"Madison County, MO",579,597,786,1034,1219
NCNTY29125N29125,"Maries County, MO",579,696,786,1022,1219
NCNTY29127N29127,"Marion County, MO",620,664,819,1164,1229
NCNTY29129N29129,"Mercer County, MO",579,597,786,1052,1056
NCNTY29131N29131,"Miller County, MO",622,722,844,1027,1134
NCNTY29133N29133,"Mississippi County, MO",579,597,786,1068,1339
NCNTY29137N29137,"Monroe County, MO",579,597,786,966,1184
NCNTY29139N29139,"Montgomery County, MO",570,597,786,1100,1156
NCNTY29141N29141,"Morgan County, MO",579,696,786,1052,1056
NCNTY29143N29143,"New Madrid County, MO",610,630,829,1010,1114
NCNTY29147N29147,"Nodaway County, MO",647,669,851,1062,1419
NCNTY29149N29149,"Oregon County, MO",579,597,786,1117,1234
NCNTY29153N29153,"Ozark County, MO",617,637,838,1020,1126
NCNTY29155N29155,"Pemiscot County, MO",579,694,786,1026,1187
NCNTY29157N29157,"Perry County, MO",621,686,843,1191,1404
NCNTY29159N29159,"Pettis County, MO",641,672,871,1156,1253
NCNTY29161N29161,"Phelps County, MO",653,693,912,1156,1294
NCNTY29163N29163,"Pike County, MO",614,634,834,1015,1120
NCNTY29169N29169,"Pulaski County, MO",714,736,969,1377,1651
NCNTY29171N29171,"Putnam County, MO",579,628,786,1103,1219
NCNTY29173N29173,"Ralls County, MO",658,678,893,1098,1475
NCNTY29175N29175,"Randolph County, MO",579,597,786,1087,1233
NCNTY29179N29179,"Reynolds County, MO",591,609,802,976,1243
NCNTY29181N29181,"Ripley County, MO",579,597,786,991,1096
NCNTY29185N29185,"St. Clair County, MO",526,597,786,957,1133
NCNTY29186N29186,"Ste. Genevieve County, MO",641,661,870,1059,1342
NCNTY29187N29187,"St. Francois County, MO",588,606,798,1091,1095
NCNTY29195N29195,"Saline County, MO",579,597,786,1092,1219
NCNTY29197N29197,"Schuyler County, MO",572,650,856,1042,1150
NCNTY29199N29199,"Scotland County, MO",579,597,786,1115,1219
NCNTY29201N29201,"Scott County, MO",638,659,867,1120,1165
NCNTY29203N29203,"Shannon County, MO",612,631,831,1011,1288
NCNTY29205N29205,"Shelby County, MO",526,597,786,962,1282
NCNTY29207N29207,"Stoddard County, MO",579,597,786,998,1265
NCNTY29209N29209,"Stone County, MO",660,665,813,1155,1385
NCNTY29211N29211,"Sullivan County, MO",526,597,786,998,1056
NCNTY29213N29213,"Taney County, MO",697,702,924,1228,1574
NCNTY29215N29215,"Texas County, MO",579,696,786,1070,1339
NCNTY29217N29217,"Vernon County, MO",631,651,857,1121,1401
NCNTY29221N29221,"Washington County, MO",579,597,786,965,1219
NCNTY29223N29223,"Wayne County, MO",579,599,786,1030,1339
NCNTY29227N29227,"Worth County, MO",610,630,829,1178,1285
NCNTY29229N29229,"Wright County, MO",579,597,786,1050,1177
NCNTY30001N30001,"Beaverhead County, MT",623,776,877,1179,1494
NCNTY30003N30003,"Big Horn County, MT",632,695,877,1146,1329
NCNTY30005N30005,"Blaine County, MT",632,724,877,1150,1269
NCNTY30007N30007,"Broadwater County, MT",800,867,1110,1351,1738
NCNTY30011N30011,"Carter County, MT",632,776,877,1246,1373
NCNTY30015N30015,"Chouteau County, MT",661,696,916,1115,1276
NCNTY30017N30017,"Custer County, MT",745,785,1033,1456,1461
NCNTY30019N30019,"Daniels County, MT",632,666,877,1188,1373
NCNTY30021N30021,"Dawson County, MT",720,884,998,1215,1341
NCNTY30023N30023,"Deer Lodge County, MT",632,776,877,1246,1396
NCNTY30025N30025,"Fallon County, MT",720,758,998,1215,1563
NCNTY30027N30027,"Fergus County, MT",683,719,947,1153,1613
NCNTY30029N30029,"Flathead County, MT",711,808,1064,1512,1812
NCNTY30031N30031,"Gallatin County, MT",908,991,1290,1833,2197
NCNTY30033N30033,"Garfield County, MT",632,690,877,1188,1373
NCNTY30035N30035,"Glacier County, MT",705,776,877,1151,1359
NCNTY30037N30037,"Golden Valley County, MT",741,780,1027,1444,1608
NCNTY30039N30039,"Granite County, MT",632,705,877,1246,1373
NCNTY30041N30041,"Hill County, MT",654,690,877,1196,1200
NCNTY30043N30043,"Jefferson County, MT",658,748,984,1398,1573
NCNTY30045N30045,"Judith Basin County, MT",724,763,1004,1222,1572
NCNTY30047N30047,"Lake County, MT",625,757,935,1169,1256
NCNTY30049N30049,"Lewis and Clark County, MT",732,848,1076,1386,1607
NCNTY30051N30051,"Liberty County, MT",632,776,877,1246,1373
NCNTY30053N30053,"Lincoln County, MT",632,776,877,1246,1407
NCNTY30055N30055,"McCone County, MT",632,666,877,1188,1373
NCNTY30057N30057,"Madison County, MT",895,915,1033,1257,1618
NCNTY30059N30059,"Meagher County, MT",632,666,877,1081,1373
NCNTY30061N30061,"Mineral County, MT",632,683,877,1068,1303
NCNTY30065N30065,"Musselshell County, MT",681,717,944,1294,1468
NCNTY30067N30067,"Park County, MT",785,829,1091,1497,1592
NCNTY30069N30069,"Petroleum County, MT",724,763,1004,1360,1572
NCNTY30071N30071,"Phillips County, MT",632,776,877,1246,1373
NCNTY30073N30073,"Pondera County, MT",632,776,877,1215,1494
NCNTY30075N30075,"Powder River County, MT",632,666,877,1246,1373
NCNTY30077N30077,"Powell County, MT",632,666,877,1174,1494
NCNTY30079N30079,"Prairie County, MT",724,763,1004,1360,1572
NCNTY30081N30081,"Ravalli County, MT",676,717,938,1309,1598
NCNTY30083N30083,"Richland County, MT",694,732,963,1184,1640
NCNTY30085N30085,"Roosevelt County, MT",656,685,902,1098,1536
NCNTY30087N30087,"Rosebud County, MT",632,709,877,1170,1494
NCNTY30089N30089,"Sanders County, MT",663,666,877,1227,1430
NCNTY30091N30091,"Sheridan County, MT",636,781,882,1180,1185
NCNTY30093N30093,"Silver Bow County, MT",633,730,942,1146,1522
NCNTY30097N30097,"Sweet Grass County, MT",632,688,877,1246,1373
NCNTY30099N30099,"Teton County, MT",632,737,877,1211,1476
NCNTY30101N30101,"Toole County, MT",632,716,877,1246,1373
NCNTY30103N30103,"Treasure County, MT",724,763,1004,1360,1572
NCNTY30105N30105,"Valley County, MT",632,666,877,1190,1277
NCNTY30107N30107,"Wheatland County, MT",632,666,877,1090,1373
NCNTY30109N30109,"Wibaux County, MT",724,763,1004,1360,1572
NCNTY31001N31001,"Adams County, NE",671,713,900,1201,1365
NCNTY31003N31003,"Antelope County, NE",596,666,877,1107,1280
NCNTY31005N31005,"Arthur County, NE",607,678,893,1145,1213
NCNTY31007N31007,"Banner County, NE",607,678,893,1145,1213
NCNTY31009N31009,"Blaine County, NE",607,678,893,1145,1213
NCNTY31011N31011,"Boone County, NE",596,666,877,1158,1494
NCNTY31013N31013,"Box Butte County, NE",616,688,905,1101,1216
NCNTY31015N31015,"Boyd County, NE",596,738,877,1125,1191
NCNTY31017N31017,"Brown County, NE",596,666,877,1067,1296
NCNTY31019N31019,"Buffalo County, NE",676,752,981,1331,1671
NCNTY31021N31021,"Burt County, NE",596,666,877,1067,1178
NCNTY31023N31023,"Butler County, NE",604,726,888,1081,1193
NCNTY31027N31027,"Cedar County, NE",596,666,877,1157,1279
NCNTY31029N31029,"Chase County, NE",607,791,893,1239,1521
NCNTY31031N31031,"Cherry County, NE",597,667,878,1069,1193
NCNTY31033N31033,"Cheyenne County, NE",646,722,950,1304,1328
NCNTY31035N31035,"Clay County, NE",596,717,877,1067,1283
NCNTY31037N31037,"Colfax County, NE",609,681,896,1090,1227
NCNTY31039N31039,"Cuming County, NE",596,766,877,1149,1178
NCNTY31041N31041,"Custer County, NE",596,693,877,1087,1178
NCNTY31045N31045,"Dawes County, NE",628,710,923,1227,1254
NCNTY31047N31047,"Dawson County, NE",643,797,946,1184,1320
NCNTY31049N31049,"Deuel County, NE",596,666,877,1067,1191
NCNTY31053N31053,"Dodge County, NE",662,740,974,1185,1308
NCNTY31057N31057,"Dundy County, NE",596,666,877,1076,1191
NCNTY31059N31059,"Fillmore County, NE",596,753,877,1067,1178
NCNTY31061N31061,"Franklin County, NE",596,666,877,1113,1315
NCNTY31063N31063,"Frontier County, NE",596,666,877,1091,1178
NCNTY31065N31065,"Furnas County, NE",596,705,877,1067,1178
NCNTY31067N31067,"Gage County, NE",596,666,877,1067,1284
NCNTY31069N31069,"Garden County, NE",607,678,893,1145,1213
NCNTY31071N31071,"Garfield County, NE",596,743,877,1187,1191
NCNTY31073N31073,"Gosper County, NE",596,666,877,1139,1237
NCNTY31075N31075,"Grant County, NE",607,678,893,1145,1213
NCNTY31077N31077,"Greeley County, NE",596,666,877,1067,1178
NCNTY31081N31081,"Hamilton County, NE",613,684,901,1183,1417
NCNTY31083N31083,"Harlan County, NE",596,666,877,1125,1178
NCNTY31085N31085,"Hayes County, NE",596,666,877,1125,1191
NCNTY31087N31087,"Hitchcock County, NE",596,671,877,1169,1254
NCNTY31089N31089,"Holt County, NE",596,739,877,1067,1458
NCNTY31091N31091,"Hooker County, NE",596,775,877,1125,1191
NCNTY31095N31095,"Jefferson County, NE",596,666,877,1094,1183
NCNTY31097N31097,"Johnson County, NE",596,666,877,1067,1191
NCNTY31099N31099,"Kearney County, NE",606,677,891,1084,1197
NCNTY31101N31101,"Keith County, NE",596,666,877,1143,1400
NCNTY31103N31103,"Keya Paha County, NE",759,848,1116,1358,1516
NCNTY31105N31105,"Kimball County, NE",596,666,877,1181,1494
NCNTY31107N31107,"Knox County, NE",596,666,877,1167,1323
NCNTY31111N31111,"Lincoln County, NE",688,693,912,1296,1459
NCNTY31113N31113,"Logan County, NE",596,666,877,1125,1191
NCNTY31115N31115,"Loup County, NE",607,678,893,1145,1213
NCNTY31117N31117,"McPherson County, NE",607,678,893,1145,1213
NCNTY31119N31119,"Madison County, NE",622,707,930,1264,1320
NCNTY31123N31123,"Morrill County, NE",613,687,902,1098,1225
NCNTY31125N31125,"Nance County, NE",596,666,877,1125,1191
NCNTY31127N31127,"Nemaha County, NE",596,675,877,1186,1190
NCNTY31129N31129,"Nuckolls County, NE",596,682,877,1187,1191
NCNTY31131N31131,"Otoe County, NE",601,688,883,1105,1200
NCNTY31133N31133,"Pawnee County, NE",596,666,877,1187,1191
NCNTY31135N31135,"Perkins County, NE",596,776,877,1168,1191
NCNTY31137N31137,"Phelps County, NE",596,776,877,1246,1400
NCNTY31139N31139,"Pierce County, NE",596,769,877,1170,1318
NCNTY31141N31141,"Platte County, NE",639,761,940,1258,1263
NCNTY31143N31143,"Polk County, NE",596,666,877,1080,1178
NCNTY31145N31145,"Red Willow County, NE",596,710,877,1067,1178
NCNTY31147N31147,"Richardson County, NE",596,666,877,1067,1178
NCNTY31149N31149,"Rock County, NE",596,666,877,1187,1191
NCNTY31151N31151,"Saline County, NE",610,720,897,1275,1420
NCNTY31157N31157,"Scotts Bluff County, NE",731,736,925,1315,1571
NCNTY31161N31161,"Sheridan County, NE",598,766,879,1087,1231
NCNTY31163N31163,"Sherman County, NE",596,666,877,1174,1178
NCNTY31165N31165,"Sioux County, NE",596,666,877,1125,1194
NCNTY31167N31167,"Stanton County, NE",791,884,1163,1415,1562
NCNTY31169N31169,"Thayer County, NE",596,718,877,1137,1186
NCNTY31171N31171,"Thomas County, NE",607,678,893,1145,1213
NCNTY31173N31173,"Thurston County, NE",596,666,877,1067,1178
NCNTY31175N31175,"Valley County, NE",596,666,877,1067,1191
NCNTY31179N31179,"Wayne County, NE",596,666,877,1067,1178
NCNTY31181N31181,"Webster County, NE",596,666,877,1174,1178
NCNTY31183N31183,"Wheeler County, NE",596,666,877,1171,1191
NCNTY31185N31185,"York County, NE",639,746,939,1143,1261
NCNTY32001N32001,"Churchill County, NV",763,889,1141,1622,1944
NCNTY32005N32005,"Douglas County, NV",937,1145,1378,1958,2077
NCNTY32007N32007,"Elko County, NV",931,1062,1393,1874,1952
NCNTY32009N32009,"Esmeralda County, NV",742,843,1109,1569,1827
NCNTY32011N32011,"Eureka County, NV",788,896,1179,1668,1943
NCNTY32013N32013,"Humboldt County, NV",796,931,1191,1450,1963
NCNTY32015N32015,"Lander County, NV",772,877,1155,1634,1903
NCNTY32017N32017,"Lincoln County, NV",642,729,960,1358,1582
NCNTY32019N32019,"Lyon County, NV",880,977,1157,1644,1971
NCNTY32021N32021,"Mineral County, NV",986,1121,1475,2086,2431
NCNTY32023N32023,"Nye County, NV",746,848,1116,1468,1614
NCNTY32027N32027,"Pershing County, NV",729,846,1091,1530,1798
NCNTY32033N32033,"White Pine County, NV",819,931,1225,1551,2019
NCNTY33001N33001,"Belknap County, NH",997,1093,1391,1873,2059
NCNTY33003N33003,"Carroll County, NH",827,1014,1237,1641,2029
NCNTY33005N33005,"Cheshire County, NH",1025,1096,1443,2017,2118
NCNTY33007N33007,"Coos County, NH",670,807,984,1288,1416
NCNTY33009N33009,"Grafton County, NH",980,1114,1466,1871,2246
NCNTY33013N33013,"Merrimack County, NH",1018,1133,1492,1944,2004
NCNTY33019N33019,"Sullivan County, NH",953,1003,1320,1639,1884
NCNTY35003N35003,"Catron County, NM",663,726,906,1157,1543
NCNTY35005N35005,"Chaves County, NM",694,721,949,1200,1306
NCNTY35006N35006,"Cibola County, NM",677,678,860,1047,1155
NCNTY35007N35007,"Colfax County, NM",629,761,860,1047,1177
NCNTY35009N35009,"Curry County, NM",635,745,949,1217,1616
NCNTY35011N35011,"De Baca County, NM",629,690,860,1222,1465
NCNTY35015N35015,"Eddy County, NM",967,988,1116,1586,1901
NCNTY35017N35017,"Grant County, NM",629,738,860,1182,1390
NCNTY35019N35019,"Guadalupe County, NM",629,714,860,1222,1465
NCNTY35021N35021,"Harding County, NM",629,690,860,1222,1465
NCNTY35023N35023,"Hidalgo County, NM",629,690,860,1082,1465
NCNTY35025N35025,"Lea County, NM",726,818,1077,1391,1543
NCNTY35027N35027,"Lincoln County, NM",629,665,860,1134,1465
NCNTY35028N35028,"Los Alamos County, NM",917,998,1274,1704,2170
NCNTY35029N35029,"Luna County, NM",575,653,860,1164,1465
NCNTY35031N35031,"McKinley County, NM",721,726,860,1150,1155
NCNTY35033N35033,"Mora County, NM",629,690,860,1153,1465
NCNTY35035N35035,"Otero County, NM",614,752,860,1222,1465
NCNTY35037N35037,"Quay County, NM",629,761,860,1114,1465
NCNTY35039N35039,"Rio Arriba County, NM",745,745,860,1047,1155
NCNTY35041N35041,"Roosevelt County, NM",676,702,924,1218,1537
NCNTY35047N35047,"San Miguel County, NM",731,761,860,1141,1357
NCNTY35051N35051,"Sierra County, NM",575,653,860,1222,1465
NCNTY35053N35053,"Socorro County, NM",629,653,860,1222,1465
NCNTY35055N35055,"Taos County, NM",862,906,1050,1324,1789
NCNTY35059N35059,"Union County, NM",629,677,860,1074,1323
NCNTY36003N36003,"Allegany County, NY",654,710,877,1092,1272
NCNTY36009N36009,"Cattaraugus County, NY",694,698,877,1133,1253
NCNTY36011N36011,"Cayuga County, NY",770,776,991,1249,1450
NCNTY36013N36013,"Chautauqua County, NY",610,698,877,1125,1192
NCNTY36017N36017,"Chenango County, NY",613,739,881,1144,1266
NCNTY36019N36019,"Clinton County, NY",813,819,1043,1307,1410
NCNTY36021N36021,"Columbia County, NY",987,1029,1196,1504,1607
NCNTY36023N36023,"Cortland County, NY",810,816,990,1205,1686
NCNTY36025N36025,"Delaware County, NY",760,768,877,1205,1210
NCNTY36031N36031,"Essex County, NY",856,894,1015,1430,1483
NCNTY36033N36033,"Franklin County, NY",586,754,877,1113,1223
NCNTY36035N36035,"Fulton County, NY",766,771,1003,1221,1417
NCNTY36037N36037,"Genesee County, NY",661,813,989,1289,1410
NCNTY36039N36039,"Greene County, NY",962,1014,1224,1533,1644
NCNTY36041N36041,"Hamilton County, NY",837,843,1109,1350,1570
NCNTY36049N36049,"Lewis County, NY",745,752,977,1207,1503
NCNTY36057N36057,"Montgomery County, NY",785,789,934,1171,1281
NCNTY36077N36077,"Otsego County, NY",761,873,1046,1325,1459
NCNTY36089N36089,"St. Lawrence County, NY",683,785,962,1199,1294
NCNTY36097N36097,"Schuyler County, NY",671,785,1004,1341,1480
NCNTY36099N36099,"Seneca County, NY",740,745,942,1219,1539
NCNTY36101N36101,"Steuben County, NY",716,756,894,1164,1490
NCNTY36105N36105,"Sullivan County, NY",733,880,1058,1407,1602
NCNTY36121N36121,"Wyoming County, NY",662,666,877,1163,1251
NCNTY37005N37005,"Alleghany County, NC",627,631,831,1011,1415
NCNTY37009N37009,"Ashe County, NC",666,670,829,1009,1312
NCNTY37011N37011,"Avery County, NC",733,738,971,1182,1304
NCNTY37013N37013,"Beaufort County, NC",665,669,829,1150,1412
NCNTY37015N37015,"Bertie County, NC",626,630,829,1013,1305
NCNTY37017N37017,"Bladen County, NC",663,668,829,1111,1315
NCNTY37031N37031,"Carteret County, NC",803,808,1064,1448,1812
NCNTY37033N37033,"Caswell County, NC",683,727,829,1161,1216
NCNTY37039N37039,"Cherokee County, NC",663,668,879,1184,1330
NCNTY37041N37041,"Chowan County, NC",771,776,964,1173,1642
NCNTY37043N37043,"Clay County, NC",736,792,894,1088,1402
NCNTY37045N37045,"Cleveland County, NC",626,630,829,1150,1339
NCNTY37047N37047,"Columbus County, NC",626,630,829,1034,1300
NCNTY37055N37055,"Dare County, NC",970,1042,1221,1667,1831
NCNTY37061N37061,"Duplin County, NC",651,655,862,1049,1158
NCNTY37075N37075,"Graham County, NC",626,630,829,1067,1300
NCNTY37079N37079,"Greene County, NC",626,630,829,1155,1412
NCNTY37083N37083,"Halifax County, NC",592,672,885,1077,1364
NCNTY37091N37091,"Hertford County, NC",685,714,940,1144,1350
NCNTY37095N37095,"Hyde County, NC",679,684,849,1093,1331
NCNTY37099N37099,"Jackson County, NC",718,734,829,1110,1114
NCNTY37105N37105,"Lee County, NC",788,847,957,1181,1441
NCNTY37107N37107,"Lenoir County, NC",632,636,837,1154,1330
NCNTY37111N37111,"McDowell County, NC",581,723,829,1009,1262
NCNTY37113N37113,"Macon County, NC",763,821,927,1128,1480
NCNTY37117N37117,"Martin County, NC",653,657,829,1097,1313
NCNTY37121N37121,"Mitchell County, NC",626,630,829,1009,1300
NCNTY37123N37123,"Montgomery County, NC",653,657,829,1033,1261
NCNTY37125N37125,"Moore County, NC",881,920,1039,1452,1770
NCNTY37131N37131,"Northampton County, NC",683,688,905,1101,1216
NCNTY37139N37139,"Pasquotank County, NC",671,762,1003,1405,1637
NCNTY37143N37143,"Perquimans County, NC",734,739,973,1383,1657
NCNTY37149N37149,"Polk County, NC",797,801,972,1183,1415
NCNTY37153N37153,"Richmond County, NC",690,734,829,1178,1412
NCNTY37155N37155,"Robeson County, NC",626,630,829,1048,1188
NCNTY37161N37161,"Rutherford County, NC",691,695,829,1049,1277
NCNTY37163N37163,"Sampson County, NC",651,656,829,1057,1261
NCNTY37165N37165,"Scotland County, NC",626,630,829,1051,1114
NCNTY37167N37167,"Stanly County, NC",584,702,849,1143,1446
NCNTY37171N37171,"Surry County, NC",661,665,829,1055,1318
NCNTY37173N37173,"Swain County, NC",663,668,829,1164,1300
NCNTY37175N37175,"Transylvania County, NC",837,843,1109,1350,1705
NCNTY37177N37177,"Tyrrell County, NC",799,860,971,1331,1522
NCNTY37181N37181,"Vance County, NC",675,679,842,1089,1294
NCNTY37185N37185,"Warren County, NC",628,632,829,1062,1412
NCNTY37187N37187,"Washington County, NC",663,668,829,1075,1412
NCNTY37189N37189,"Watauga County, NC",793,931,1146,1455,1797
NCNTY37193N37193,"Wilkes County, NC",683,712,829,1111,1239
NCNTY37195N37195,"Wilson County, NC",598,722,894,1126,1206
NCNTY37199N37199,"Yancey County, NC",596,637,829,1134,1234
NCNTY38001N38001,"Adams County, ND",678,683,877,1246,1455
NCNTY38003N38003,"Barnes County, ND",675,680,895,1089,1354
NCNTY38005N38005,"Benson County, ND",760,776,877,1126,1494
NCNTY38007N38007,"Billings County, ND",733,738,948,1347,1573
NCNTY38009N38009,"Bottineau County, ND",681,685,902,1098,1496
NCNTY38011N38011,"Bowman County, ND",678,683,877,1246,1286
NCNTY38013N38013,"Burke County, ND",673,678,892,1086,1480
NCNTY38019N38019,"Cavalier County, ND",678,683,877,1246,1455
NCNTY38021N38021,"Dickey County, ND",662,666,877,1067,1494
NCNTY38023N38023,"Divide County, ND",1026,1033,1327,1886,2201
NCNTY38025N38025,"Dunn County, ND",909,915,1175,1430,1949
NCNTY38027N38027,"Eddy County, ND",662,666,877,1067,1455
NCNTY38029N38029,"Emmons County, ND",662,666,877,1238,1455
NCNTY38031N38031,"Foster County, ND",760,776,877,1234,1333
NCNTY38033N38033,"Golden Valley County, ND",678,683,877,1067,1455
NCNTY38037N38037,"Grant County, ND",670,675,877,1246,1455
NCNTY38039N38039,"Griggs County, ND",662,666,877,1191,1455
NCNTY38041N38041,"Hettinger County, ND",765,771,1014,1316,1600
NCNTY38043N38043,"Kidder County, ND",760,776,877,1246,1455
NCNTY38045N38045,"LaMoure County, ND",662,666,877,1246,1455
NCNTY38047N38047,"Logan County, ND",678,683,877,1246,1455
NCNTY38049N38049,"McHenry County, ND",764,770,882,1206,1463
NCNTY38051N38051,"McIntosh County, ND",760,776,877,1226,1230
NCNTY38053N38053,"McKenzie County, ND",1061,1068,1406,1711,2324
NCNTY38055N38055,"McLean County, ND",662,666,877,1222,1494
NCNTY38057N38057,"Mercer County, ND",727,835,1052,1280,1745
NCNTY38061N38061,"Mountrail County, ND",771,788,890,1250,1458
NCNTY38063N38063,"Nelson County, ND",760,775,877,1246,1455
NCNTY38067N38067,"Pembina County, ND",760,776,877,1246,1455
NCNTY38069N38069,"Pierce County, ND",774,792,894,1088,1230
NCNTY38071N38071,"Ramsey County, ND",717,722,877,1246,1357
